GrLivArea,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,LotPercent,Neighborhood_Num,Remodel_Qual,Remodel_GrLiv,Remodel_Bath,Remodel_Kitch,SalePrice,Log_SalePrice
925,1S_1946newer,64.37509788868459,5,6,1963,0.0,181.0,0.0,744.0,925.0,925,0,0,1.0,0.0,1,0,2,1,5,0,1990.0,484.0,203,74,0,0,0,0,0,10,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.10708497337346608,1,0,0,0,,133500,11.801856756822442
1534,2S_1945older,60.0,5,9,1895,0.0,0.0,0.0,736.0,736.0,751,783,0,0.0,0.0,1,1,3,1,6,0,1895.0,0.0,0,112,0,0,0,0,0,7,2007,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,HdBoard,None,TA,Gd,CBlock,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,None,None,None,None,N,None,None,None,WD ,Normal,small,1,0.06953703703703704,12,5,1534,1,Gd,148000,11.904967552746252
2376,2S_1946newer,101.0,8,5,2005,380.0,0.0,0.0,1158.0,1158.0,1158,1218,0,0.0,0.0,3,1,4,1,9,1,2005.0,853.0,240,154,0,0,0,0,0,11,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,None,None,None,New,Partial,large,1,0.08146324305311291,27,8,2376,3,Gd,325300,12.692503112461443
1959,2S_1946newer,59.0,7,5,2004,0.0,0.0,0.0,847.0,847.0,847,1112,0,0.0,0.0,2,1,4,1,8,1,2004.0,434.0,100,48,0,0,0,0,0,7,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.07180400135639199,19,7,1959,2,Gd,215000,12.2783933071098
1716,1_2S_finished,60.0,5,4,1949,0.0,292.0,0.0,476.0,768.0,1148,568,0,0.0,0.0,1,1,3,1,8,1,1949.0,281.0,0,0,0,0,160,0,0,1,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.10062231571566307,7,5,1716,1,TA,131000,11.782952602183288
936,1S_1945older,56.0,5,7,1920,0.0,579.0,0.0,357.0,936.0,936,0,0,1.0,0.0,1,0,2,1,5,1,1920.0,0.0,51,0,135,0,0,0,0,5,2010,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,None,None,None,None,P,None,MnPrv,None,WD ,Normal,small,1,0.20869565217391303,12,5,936,1,TA,109500,11.603679828238691
1230,1_2S_finished,60.0,5,6,1910,0.0,0.0,0.0,440.0,440.0,682,548,0,0.0,0.0,1,1,2,1,5,0,1966.0,440.0,74,0,128,0,0,0,0,5,2009,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,1,0.06532567049808428,12,5,1230,1,TA,110000,11.608235644774552
2592,duplex,60.0,5,6,1923,0.0,371.0,0.0,925.0,1296.0,1296,1296,0,2.0,0.0,2,0,6,2,12,0,1923.0,0.0,0,742,240,0,0,0,1512,1,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,PConc,TA,TA,Mn,Rec,Unf,Grav,Fa,N,FuseA,TA,Min2,None,None,None,None,None,Y,None,None,Shed,WD ,AdjLand,small,1,0.11900826446280992,17,5,2592,2,TA,150000,11.918390573078392
1565,1S_PUD,32.0,8,5,2006,36.0,60.0,0.0,1451.0,1511.0,1565,0,0,1.0,0.0,2,0,2,1,5,0,2006.0,476.0,0,120,0,0,0,0,0,2,2007,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,large,1,0.41358350951374206,18,8,1565,2,Gd,193800,12.174581978438804
1868,splitlevel,78.0,6,7,1984,74.0,0.0,0.0,585.0,585.0,1140,728,0,0.0,0.0,3,1,3,1,7,1,1984.0,477.0,268,112,0,0,147,0,0,1,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Abnorml,large,1,0.09429280397022333,23,6,1868,3,TA,178000,12.089538829274222
1422,1S_1946newer,63.0,7,5,2004,106.0,0.0,0.0,1422.0,1422.0,1422,0,0,0.0,0.0,2,0,3,1,7,0,2004.0,626.0,192,60,0,0,0,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.16729411764705882,16,0,0,0,,179600,12.098487434850236
1200,duplex,60.0,5,5,1987,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,3.0,0.0,3,0,3,1,5,0,1987.0,0.0,120,0,0,0,0,0,0,3,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,None,WD ,Alloca,small,1,0.1111111111111111,7,5,1200,3,TA,179000,12.095141084822892
1641,1_2S_finished,70.0,5,4,1972,0.0,190.0,811.0,0.0,1001.0,1001,640,0,0.0,0.0,2,0,4,1,5,1,1972.0,490.0,0,0,92,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,0,0.09303838646714378,1,0,0,0,,140000,11.84939770159144
1248,1S_1946newer,80.0,5,7,1960,88.0,632.0,0.0,616.0,1248.0,1248,0,0,1.0,0.0,1,0,3,1,6,0,1960.0,286.0,0,0,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,0,0.11555555555555555,6,0,0,0,,151500,11.92834090393156
1755,2S_1946newer,89.05047981846401,7,8,1991,196.0,601.0,216.0,158.0,975.0,975,780,0,0.0,1.0,2,1,3,1,7,1,1991.0,524.0,502,60,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,1,0.0815967863419533,28,7,1755,2,Gd,235000,12.367340793126296
672,1S_1945older,61.0,4,4,1925,0.0,0.0,0.0,432.0,432.0,672,0,0,0.0,0.0,1,0,2,1,4,0,1925.0,0.0,0,0,112,0,0,0,0,6,2006,RM,Pave,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Min1,None,None,None,None,None,N,None,GdWo,None,WD ,Normal,small,1,0.0787438481368643,5,4,672,1,TA,72000,11.184421397998191
1626,1_2S_finished,70.0,6,6,1954,0.0,491.0,0.0,497.0,988.0,988,638,0,0.0,0.0,1,1,3,1,6,0,1954.0,332.0,366,0,0,0,0,0,0,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.09398782343987823,7,0,0,0,,154000,11.944707881395766
1726,1S_PUD,28.543253636682334,6,5,2008,280.0,0.0,0.0,1726.0,1726.0,1726,0,0,0.0,0.0,2,1,2,1,6,1,2008.0,561.0,0,254,0,0,0,0,0,1,2009,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,large,0,0.4506527415143603,18,0,0,0,,222000,12.310432660854415
894,1S_1946newer,75.0,5,6,1976,0.0,182.0,712.0,0.0,894.0,894,0,0,1.0,0.0,1,0,3,1,5,0,1976.0,308.0,365,0,0,0,0,0,0,2,2010,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,0,0.08394366197183098,16,0,0,0,,128200,11.761346823468706
1174,1S_1946newer,91.29369635753488,5,6,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1.0,0.0,1,0,3,1,5,0,1978.0,528.0,211,0,280,0,0,0,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.09583673469387755,16,0,0,0,,158000,11.970350312009105
1324,1S_PUD,48.0,8,5,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,550.0,192,38,0,0,0,0,0,12,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.21217948717948718,27,0,0,0,,254000,12.445089546000672
2447,1_2S_finished,50.0,6,7,1919,0.0,0.0,0.0,804.0,804.0,1699,748,0,0.0,0.0,2,0,4,1,10,1,1969.0,336.0,272,0,42,0,116,0,0,3,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.17628138617970535,17,6,2447,2,Gd,169000,12.037653993905211
2199,2halfS,84.0,8,5,1997,1290.0,0.0,0.0,1173.0,1173.0,1182,1017,0,0.0,0.0,2,1,3,1,9,1,1997.0,516.0,0,131,0,0,0,0,0,9,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.12236024844720497,28,0,0,0,,284500,12.558488532548523
1374,splitlevel,67.0,7,5,2004,0.0,326.0,0.0,58.0,384.0,744,630,0,1.0,0.0,2,1,3,1,7,1,2004.0,400.0,100,0,0,0,0,0,0,6,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.05593984962406015,19,0,0,0,,184500,12.125404742462718
1335,1S_1946newer,75.0,7,5,2006,0.0,0.0,0.0,1335.0,1335.0,1335,0,0,0.0,0.0,2,0,3,1,6,0,2007.0,575.0,0,210,0,0,0,0,0,6,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,New,Partial,large,1,0.14833333333333334,18,7,1335,2,Gd,210400,12.256765759845692
1588,1S_1946newer,78.0,7,5,1999,183.0,1162.0,0.0,426.0,1588.0,1588,0,0,0.0,0.0,2,0,3,1,6,0,1999.0,472.0,158,29,0,0,0,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.15471551052221355,16,0,0,0,,214000,12.273731294003989
2021,2S_1946newer,168.0,7,5,2006,0.0,0.0,0.0,868.0,868.0,887,1134,0,0.0,0.0,2,1,3,1,9,1,2006.0,422.0,0,100,0,0,0,0,0,9,2006,RL,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,None,None,None,New,Partial,large,0,0.03813905490819968,19,0,0,0,,274725,12.523525876315125
1412,2S_1946newer,73.0,6,5,2006,0.0,0.0,0.0,616.0,616.0,616,796,0,0.0,0.0,2,1,3,1,6,1,2007.0,432.0,0,36,0,0,0,0,0,3,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,New,Partial,large,1,0.07247911519002236,19,6,1412,2,Gd,156932,11.963567869487337
1464,1S_1946newer,49.0,8,5,2007,84.0,929.0,0.0,556.0,1485.0,1464,0,0,1.0,0.0,2,0,3,1,6,0,2007.0,754.0,168,160,0,0,0,0,0,8,2007,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.09596224436287362,18,0,0,0,,282922,12.552926520261092
1690,2halfS,65.0,7,6,1916,0.0,0.0,0.0,815.0,815.0,815,875,0,0.0,0.0,1,0,3,1,7,1,1916.0,225.0,0,0,330,0,0,0,0,7,2006,RM,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,ConLw,Normal,small,1,0.09209039548022599,12,7,1690,1,TA,144000,11.877568578558138
1092,2S_PUD,21.0,6,5,1971,381.0,0.0,0.0,525.0,525.0,525,567,0,0.0,0.0,1,1,3,1,6,0,1971.0,264.0,0,0,0,0,0,0,0,3,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Family,small,0,0.3125,2,0,0,0,,88000,11.385092093460344
1012,1S_1945older,70.0,5,5,1920,0.0,0.0,0.0,816.0,816.0,1012,0,0,0.0,0.0,1,0,2,1,5,0,1920.0,429.0,121,0,80,0,0,0,0,4,2010,RH,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.10326530612244898,20,5,1012,1,TA,67500,11.119882876860622
1210,splitlevel,140.0,6,6,1975,257.0,576.0,0.0,552.0,1128.0,1210,0,0,1.0,0.0,2,0,3,1,6,0,1975.0,528.0,0,0,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1092057761732852,9,0,0,0,,148000,11.904967552746252
1256,1S_1946newer,80.0,5,6,1959,0.0,476.0,488.0,292.0,1256.0,1256,0,0,1.0,0.0,1,1,3,1,6,0,1959.0,311.0,0,240,0,0,0,0,0,5,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.157,6,0,0,0,,159000,11.976659481202368
1130,1S_1945older,60.0,5,6,1920,0.0,821.0,0.0,299.0,1120.0,1130,0,0,1.0,0.0,1,0,2,1,5,1,1970.0,720.0,229,0,0,0,0,0,0,6,2006,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.10462962962962963,12,5,1130,1,TA,120000,11.695247021764184
858,splitfoyer,54.04586824366064,5,5,1982,0.0,685.0,0.0,173.0,858.0,858,0,0,1.0,0.0,1,0,2,1,5,0,1983.0,576.0,120,0,0,0,0,0,0,4,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.11831218974076117,1,0,0,0,,134900,11.812289042195848
1188,1S_1946newer,88.0,6,8,1956,0.0,776.0,0.0,212.0,988.0,1188,0,0,1.0,0.0,1,0,1,1,4,1,1956.0,621.0,102,89,231,0,0,0,0,6,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.0838095238095238,1,0,0,0,,185000,12.128111104060462
1412,1_2S_finished,50.0,6,6,1939,0.0,0.0,0.0,780.0,780.0,825,587,0,0.0,0.0,1,0,4,1,6,1,1939.0,280.0,45,0,0,0,0,0,0,5,2009,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.1375,10,6,1412,1,TA,132500,11.794337924408412
1040,splitlevel,53.47947469891186,6,6,1978,200.0,794.0,0.0,166.0,960.0,1040,0,0,1.0,0.0,1,0,3,1,6,1,1979.0,616.0,131,0,0,0,180,0,0,7,2006,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,0,0.14492753623188406,1,0,0,0,,160500,11.986049221552207
1376,1_2S_finished,60.0,6,7,1920,0.0,0.0,0.0,768.0,768.0,752,624,0,0.0,0.0,1,0,3,1,7,0,1977.0,576.0,0,54,144,0,0,0,0,2,2007,RL,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,P,None,None,None,WD ,Normal,large,1,0.08497175141242938,10,6,1376,1,Gd,165000,12.013700752882718
1301,1S_1945older,60.0,5,5,1924,0.0,405.0,0.0,740.0,1145.0,1301,0,0,0.0,0.0,1,0,2,1,5,0,1965.0,440.0,0,0,0,0,0,0,0,10,2009,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.18825061496165532,10,5,1301,1,Fa,100000,11.512925464970229
1629,2S_1946newer,74.0,5,5,1997,0.0,791.0,0.0,137.0,928.0,928,701,0,0.0,0.0,2,1,3,1,6,1,1997.0,482.0,212,34,0,0,0,0,0,3,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,1,0.0671005061460593,19,5,1629,2,TA,189900,12.154252896800378
1761,2S_1946newer,84.0,7,6,2007,0.0,0.0,0.0,874.0,874.0,874,887,0,0.0,0.0,3,0,3,1,7,0,2007.0,578.0,144,105,0,0,0,0,0,8,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,large,0,0.08562751053198785,18,0,0,0,,227875,12.336552511980964
936,1S_1946newer,68.0,4,6,1969,72.0,252.0,0.0,684.0,936.0,936,0,0,0.0,0.0,1,0,2,1,4,0,1969.0,288.0,16,0,0,0,0,0,0,9,2008,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,COD,Normal,small,0,0.09091792132102963,6,0,0,0,,111900,11.625360894300016
